move_dur,added_mass,target,eff_mass,eff_mass_mean,sum_t2
1.65,7.5,3,9.1878,9.1883,0.034701
1.65,7.5,4,10.7,10.651,0.055172
1.65,7.5,5,9.4401,9.2966,0.041638
1.65,7.5,6,11.221,10.922,0.049844
1.65,7.5,7,9.2156,9.1886,0.034701
1.65,7.5,8,10.628,10.65,0.055172
1.7,7.5,1,9.1878,9.2943,0.038071
1.7,7.5,2,10.7,10.918,0.045574
1.7,7.5,3,9.1878,9.1883,0.031728
1.7,7.5,4,10.7,10.651,0.050446
1.7,7.5,5,9.4401,9.2965,0.038071
1.7,7.5,6,11.221,10.922,0.045574
1.7,7.5,7,9.2156,9.1886,0.031728
1.7,7.5,8,10.628,10.65,0.050446
1.75,7.5,1,9.1878,9.2943,0.0349
1.75,7.5,2,10.7,10.918,0.041778
1.75,7.5,3,9.1878,9.1883,0.029085
1.75,7.5,4,10.7,10.651,0.046244
1.75,7.5,5,9.4401,9.2965,0.0349
1.75,7.5,6,11.221,10.922,0.041778
1.75,7.5,7,9.2156,9.1886,0.029085
1.75,7.5,8,10.628,10.65,0.046244
1.8,7.5,1,9.1878,9.2944,0.032072
1.8,7.5,2,10.7,10.918,0.038392
1.8,7.5,3,9.1878,9.1883,0.026728
1.8,7.5,4,10.7,10.651,0.042496
1.8,7.5,5,9.4401,9.2964,0.032072
1.8,7.5,6,11.221,10.922,0.038392
1.8,7.5,7,9.2156,9.1885,0.026728
1.8,7.5,8,10.628,10.65,0.042496
1.85,7.5,1,9.1878,9.2944,0.029541
1.85,7.5,2,10.7,10.918,0.035362
1.85,7.5,3,9.1878,9.1883,0.024619
1.85,7.5,4,10.7,10.651,0.039143
1.85,7.5,5,9.4401,9.2964,0.029541
1.85,7.5,6,11.221,10.922,0.035362
1.85,7.5,7,9.2156,9.1885,0.024619
1.85,7.5,8,10.628,10.65,0.039143
1.9,7.5,1,9.1878,9.2944,0.027269
1.9,7.5,2,10.7,10.918,0.032643
1.9,7.5,3,9.1878,9.1883,0.022726
1.9,7.5,4,10.7,10.651,0.036133
1.9,7.5,5,9.4401,9.2964,0.027269
1.9,7.5,6,11.221,10.922,0.032643
1.9,7.5,7,9.2156,9.1885,0.022726
1.9,7.5,8,10.628,10.65,0.036133
1.95,7.5,1,9.1878,9.2944,0.025225
1.95,7.5,2,10.7,10.918,0.030196
1.95,7.5,3,9.1878,9.1883,0.021022
1.95,7.5,4,10.7,10.651,0.033424
1.95,7.5,5,9.4401,9.2964,0.025225
1.95,7.5,6,11.221,10.922,0.030196
1.95,7.5,7,9.2156,9.1885,0.021022
1.95,7.5,8,10.628,10.65,0.033424
2,7.5,1,9.1878,9.2945,0.02338
2,7.5,2,10.7,10.918,0.027988
2,7.5,3,9.1878,9.1883,0.019485
2,7.5,4,10.7,10.651,0.030979
2,7.5,5,9.4401,9.2963,0.02338
2,7.5,6,11.221,10.922,0.027988
2,7.5,7,9.2156,9.1885,0.019485
2,7.5,8,10.628,10.65,0.030979
0.3,8,1,9.69,9.7933,2.0349
0.3,8,2,11.204,11.416,2.4838
0.3,8,3,9.69,9.69,1.7371
0.3,8,4,11.204,11.156,2.698
0.3,8,5,9.9435,9.8051,2.0283
0.3,8,6,11.729,11.44,2.3931
0.3,8,7,9.7163,9.6913,1.6378
0.3,8,8,11.131,11.153,2.6859
0.35,8,1,9.69,9.7939,2.1818
0.35,8,2,11.204,11.417,2.6478
0.35,8,3,9.69,9.69,1.8465
0.35,8,4,11.204,11.156,2.8907
0.35,8,5,9.9435,9.8042,2.1804
0.35,8,6,11.729,11.438,2.5889
0.35,8,7,9.7163,9.6911,1.7757
0.35,8,8,11.131,11.153,2.8873
0.4,8,1,9.69,9.7944,2.0249
0.4,8,2,11.204,11.418,2.4465
0.4,8,3,9.69,9.69,1.7017
0.4,8,4,11.204,11.156,2.6821
0.4,8,5,9.9435,9.8034,2.0247
0.4,8,6,11.729,11.437,2.4143
0.4,8,7,9.7163,9.6909,1.6616
0.4,8,8,11.131,11.153,2.6812
0.45,8,1,9.69,9.7948,1.7187
0.45,8,2,11.204,11.419,2.0699
0.45,8,3,9.69,9.69,1.4371
0.45,8,4,11.204,11.155,2.2764
0.45,8,5,9.9435,9.8029,1.7183
0.45,8,6,11.729,11.436,2.0542
0.45,8,7,9.7163,9.6908,1.4185
0.45,8,8,11.131,11.153,2.2755
0.5,8,1,9.69,9.7951,1.3914
0.5,8,2,11.204,11.419,1.6721
0.5,8,3,9.69,9.69,1.16
0.5,8,4,11.204,11.155,1.843
0.5,8,5,9.9435,9.8024,1.3907
0.5,8,6,11.729,11.435,1.665
0.5,8,7,9.7163,9.6907,1.1527
0.5,8,8,11.131,11.153,1.8418
0.55,8,1,9.69,9.7954,1.104
0.55,8,2,11.204,11.42,1.3248
0.55,8,3,9.69,9.6899,0.91907
0.55,8,4,11.204,11.155,1.4624
0.55,8,5,9.9435,9.802,1.1033
0.55,8,6,11.729,11.434,1.3218
0.55,8,7,9.7163,9.6906,0.9168
0.55,8,8,11.131,11.153,1.4614
0.6,8,1,9.69,9.7956,0.87251
0.6,8,2,11.204,11.42,1.046
0.6,8,3,9.69,9.6899,0.72601
0.6,8,4,11.204,11.155,1.1558
0.6,8,5,9.9435,9.8017,0.87203
0.6,8,6,11.729,11.433,1.0449
0.6,8,7,9.7163,9.6906,0.72567
0.6,8,8,11.131,11.153,1.1551
0.65,8,1,9.69,9.7958,0.69311
0.65,8,2,11.204,11.421,0.8304
0.65,8,3,9.69,9.6899,0.57673
0.65,8,4,11.204,11.155,0.91823
0.65,8,5,9.9435,9.8014,0.6928
0.65,8,6,11.729,11.433,0.83008
0.65,8,7,9.7163,9.6905,0.57703
0.65,8,8,11.131,11.153,0.9178
0.7,8,1,9.69,9.7959,0.55612
0.7,8,2,11.204,11.421,0.66601
0.7,8,3,9.69,9.6899,0.46285
0.7,8,4,11.204,11.155,0.73679
0.7,8,5,9.9435,9.8012,0.55594
0.7,8,6,11.729,11.432,0.666
0.7,8,7,9.7163,9.6905,0.46326
0.7,8,8,11.131,11.153,0.73654
0.75,8,1,9.69,9.796,0.45165
0.75,8,2,11.204,11.421,0.54076
0.75,8,3,9.69,9.6899,0.376
0.75,8,4,11.204,11.155,0.5984
0.75,8,5,9.9435,9.801,0.45154
0.75,8,6,11.729,11.432,0.54085
0.75,8,7,9.7163,9.6904,0.37635
0.75,8,8,11.131,11.153,0.59825
0.8,8,1,9.69,9.7962,0.3714
0.8,8,2,11.204,11.422,0.44462
0.8,8,3,9.69,9.6899,0.30927
0.8,8,4,11.204,11.155,0.49209
0.8,8,5,9.9435,9.8008,0.37134
0.8,8,6,11.729,11.431,0.44472
0.8,8,7,9.7163,9.6904,0.30952
0.8,8,8,11.131,11.153,0.492
0.85,8,1,9.69,9.7963,0.30904
0.85,8,2,11.204,11.422,0.36995
0.85,8,3,9.69,9.6899,0.2574
0.85,8,4,11.204,11.155,0.40948
0.85,8,5,9.9435,9.8006,0.30901
0.85,8,6,11.729,11.431,0.37003
0.85,8,7,9.7163,9.6904,0.25757
0.85,8,8,11.131,11.153,0.40943
0.9,8,1,9.69,9.7964,0.25994
0.9,8,2,11.204,11.422,0.31118
0.9,8,3,9.69,9.6899,0.21654
0.9,8,4,11.204,11.154,0.34443
0.9,8,5,9.9435,9.8005,0.25993
0.9,8,6,11.729,11.431,0.31123
0.9,8,7,9.7163,9.6903,0.21665
0.9,8,8,11.131,11.153,0.3444
0.95,8,1,9.69,9.7965,0.22078
0.95,8,2,11.204,11.422,0.26429
0.95,8,3,9.69,9.6899,0.18394
0.95,8,4,11.204,11.154,0.29254
0.95,8,5,9.9435,9.8004,0.22076
0.95,8,6,11.729,11.43,0.26432
0.95,8,7,9.7163,9.6903,0.184
0.95,8,8,11.131,11.153,0.29252
1,8,1,9.69,9.7965,0.18914
1,8,2,11.204,11.422,0.22641
1,8,3,9.69,9.6899,0.15759
1,8,4,11.204,11.154,0.25062
1,8,5,9.9435,9.8003,0.18913
1,8,6,11.729,11.43,0.22643
1,8,7,9.7163,9.6903,0.15763
1,8,8,11.131,11.153,0.25061
1.05,8,1,9.69,9.7966,0.1633
1.05,8,2,11.204,11.423,0.19548
1.05,8,3,9.69,9.6899,0.13607
1.05,8,4,11.204,11.154,0.21637
1.05,8,5,9.9435,9.8002,0.16329
1.05,8,6,11.729,11.43,0.19549
1.05,8,7,9.7163,9.6903,0.13609
1.05,8,8,11.131,11.153,0.21637
1.1,8,1,9.69,9.7967,0.14197
1.1,8,2,11.204,11.423,0.16995
1.1,8,3,9.69,9.6899,0.11831
1.1,8,4,11.204,11.154,0.18812
1.1,8,5,9.9435,9.8001,0.14197
1.1,8,6,11.729,11.43,0.16996
1.1,8,7,9.7163,9.6902,0.11832
1.1,8,8,11.131,11.153,0.18812
1.15,8,1,9.69,9.7967,0.12422
1.15,8,2,11.204,11.423,0.1487
1.15,8,3,9.69,9.6899,0.10351
1.15,8,4,11.204,11.154,0.16459
1.15,8,5,9.9435,9.8,0.12421
1.15,8,6,11.729,11.429,0.1487
1.15,8,7,9.7163,9.6902,0.10352
1.15,8,8,11.131,11.153,0.16459
1.2,8,1,9.69,9.7968,0.10931
1.2,8,2,11.204,11.423,0.13085
1.2,8,3,9.69,9.6899,0.091093
1.2,8,4,11.204,11.154,0.14484
1.2,8,5,9.9435,9.7999,0.10931
1.2,8,6,11.729,11.429,0.13085
1.2,8,7,9.7163,9.6902,0.091097
1.2,8,8,11.131,11.153,0.14484
1.25,8,1,9.69,9.7968,0.096697
1.25,8,2,11.204,11.423,0.11575
1.25,8,3,9.69,9.6899,0.080585
1.25,8,4,11.204,11.154,0.12813
1.25,8,5,9.9435,9.7998,0.096697
1.25,8,6,11.729,11.429,0.11576
1.25,8,7,9.7163,9.6902,0.080587
1.25,8,8,11.131,11.153,0.12813
1.3,8,1,9.69,9.7969,0.085957
1.3,8,2,11.204,11.423,0.1029
1.3,8,3,9.69,9.6899,0.071634
1.3,8,4,11.204,11.154,0.1139
1.3,8,5,9.9435,9.7998,0.085956
1.3,8,6,11.729,11.429,0.1029
1.3,8,7,9.7163,9.6902,0.071635
1.3,8,8,11.131,11.153,0.1139
1.35,8,1,9.69,9.7969,0.076751
1.35,8,2,11.204,11.423,0.091877
1.35,8,3,9.69,9.6899,0.063963
1.35,8,4,11.204,11.154,0.1017
1.35,8,5,9.9435,9.7997,0.076751
1.35,8,6,11.729,11.429,0.091877
1.35,8,7,9.7163,9.6902,0.063963
1.35,8,8,11.131,11.153,0.1017
1.4,8,1,9.69,9.797,0.068815
1.4,8,2,11.204,11.423,0.082377
1.4,8,3,9.69,9.6899,0.057349
1.4,8,4,11.204,11.154,0.091182
1.4,8,5,9.9435,9.7996,0.068815
1.4,8,6,11.729,11.429,0.082377
1.4,8,7,9.7163,9.6902,0.05735
1.4,8,8,11.131,11.153,0.091182
1.45,8,1,9.69,9.797,0.061937
1.45,8,2,11.204,11.423,0.074143
1.45,8,3,9.69,9.6899,0.051617
1.45,8,4,11.204,11.154,0.082069
1.45,8,5,9.9435,9.7996,0.061937
1.45,8,6,11.729,11.429,0.074143
1.45,8,7,9.7163,9.6901,0.051618
1.45,8,8,11.131,11.153,0.082069
1.5,8,1,9.69,9.797,0.055946
1.5,8,2,11.204,11.423,0.066972
1.5,8,3,9.69,9.6899,0.046625
1.5,8,4,11.204,11.154,0.074131
1.5,8,5,9.9435,9.7995,0.055946
1.5,8,6,11.729,11.429,0.066972
1.5,8,7,9.7163,9.6901,0.046625
1.5,8,8,11.131,11.153,0.074131
1.55,8,1,9.69,9.7971,0.050704
1.55,8,2,11.204,11.423,0.060697
1.55,8,3,9.69,9.6899,0.042256
1.55,8,4,11.204,11.154,0.067185
1.55,8,5,9.9435,9.7995,0.050704
1.55,8,6,11.729,11.428,0.060697
1.55,8,7,9.7163,9.6901,0.042256
1.55,8,8,11.131,11.153,0.067185
1.6,8,1,9.69,9.7971,0.046097
1.6,8,2,11.204,11.424,0.055182
1.6,8,3,9.69,9.6899,0.038417
1.6,8,4,11.204,11.154,0.06108
1.6,8,5,9.9435,9.7994,0.046097
1.6,8,6,11.729,11.428,0.055182
1.6,8,7,9.7163,9.6901,0.038417
1.6,8,8,11.131,11.153,0.06108
1.65,8,1,9.69,9.7971,0.042032
1.65,8,2,11.204,11.424,0.050315
1.65,8,3,9.69,9.6899,0.035029
1.65,8,4,11.204,11.154,0.055694
1.65,8,5,9.9435,9.7994,0.042032
1.65,8,6,11.729,11.428,0.050315
1.65,8,7,9.7163,9.6901,0.035029
1.65,8,8,11.131,11.153,0.055694
1.7,8,1,9.69,9.7971,0.038431
1.7,8,2,11.204,11.424,0.046005
1.7,8,3,9.69,9.6899,0.032028
1.7,8,4,11.204,11.154,0.050922
1.7,8,5,9.9435,9.7994,0.038431
1.7,8,6,11.729,11.428,0.046005
1.7,8,7,9.7163,9.6901,0.032028
1.7,8,8,11.131,11.153,0.050922
1.75,8,1,9.69,9.7972,0.03523
1.75,8,2,11.204,11.424,0.042173
1.75,8,3,9.69,9.6899,0.02936
1.75,8,4,11.204,11.154,0.046681
1.75,8,5,9.9435,9.7993,0.03523
1.75,8,6,11.729,11.428,0.042173
1.75,8,7,9.7163,9.6901,0.02936
1.75,8,8,11.131,11.153,0.046681
1.8,8,1,9.69,9.7972,0.032375
1.8,8,2,11.204,11.424,0.038755
1.8,8,3,9.69,9.6899,0.026981
1.8,8,4,11.204,11.154,0.042898
1.8,8,5,9.9435,9.7993,0.032375
1.8,8,6,11.729,11.428,0.038755
1.8,8,7,9.7163,9.6901,0.026981
1.8,8,8,11.131,11.153,0.042898
1.85,8,1,9.69,9.7972,0.02982
1.85,8,2,11.204,11.424,0.035697
1.85,8,3,9.69,9.6899,0.024852
1.85,8,4,11.204,11.154,0.039513
1.85,8,5,9.9435,9.7992,0.02982
1.85,8,6,11.729,11.428,0.035697
1.85,8,7,9.7163,9.6901,0.024852
1.85,8,8,11.131,11.153,0.039513
1.9,8,1,9.69,9.7972,0.027527
1.9,8,2,11.204,11.424,0.032952
1.9,8,3,9.69,9.6899,0.022941
1.9,8,4,11.204,11.154,0.036474
1.9,8,5,9.9435,9.7992,0.027527
1.9,8,6,11.729,11.428,0.032952
1.9,8,7,9.7163,9.6901,0.022941
1.9,8,8,11.131,11.153,0.036474
1.95,8,1,9.69,9.7973,0.025463
1.95,8,2,11.204,11.424,0.030482
1.95,8,3,9.69,9.6899,0.021221
1.95,8,4,11.204,11.154,0.03374
1.95,8,5,9.9435,9.7992,0.025463
1.95,8,6,11.729,11.428,0.030482
1.95,8,7,9.7163,9.6901,0.021221
1.95,8,8,11.131,11.153,0.03374
2,8,1,9.69,9.7973,0.023601
2,8,2,11.204,11.424,0.028252
2,8,3,9.69,9.6899,0.019669
2,8,4,11.204,11.154,0.031272
2,8,5,9.9435,9.7992,0.023601
2,8,6,11.729,11.428,0.028252
2,8,7,9.7163,9.6901,0.019669
2,8,8,11.131,11.153,0.031272
0.3,8.5,1,10.192,10.296,2.052
0.3,8.5,2,11.708,11.921,2.5048
0.3,8.5,3,10.192,10.191,1.7518
0.3,8.5,4,11.708,11.659,2.7207
0.3,8.5,5,10.447,10.308,2.0454
0.3,8.5,6,12.235,11.946,2.4133
0.3,8.5,7,10.217,10.193,1.6516
0.3,8.5,8,11.633,11.656,2.7086
0.35,8.5,1,10.192,10.296,2.2002
0.35,8.5,2,11.708,11.922,2.6702
0.35,8.5,3,10.192,10.191,1.8621
0.35,8.5,4,11.708,11.659,2.9152
0.35,8.5,5,10.447,10.307,2.1988
0.35,8.5,6,12.235,11.944,2.6108
0.35,8.5,7,10.217,10.192,1.7907
0.35,8.5,8,11.633,11.656,2.9117
0.4,8.5,1,10.192,10.297,2.042
0.4,8.5,2,11.708,11.923,2.4671
0.4,8.5,3,10.192,10.191,1.716
0.4,8.5,4,11.708,11.659,2.7047
0.4,8.5,5,10.447,10.306,2.0418
0.4,8.5,6,12.235,11.942,2.4347
0.4,8.5,7,10.217,10.192,1.6756
0.4,8.5,8,11.633,11.656,2.7039
0.45,8.5,1,10.192,10.297,1.7332
0.45,8.5,2,11.708,11.924,2.0874
0.45,8.5,3,10.192,10.191,1.4493
0.45,8.5,4,11.708,11.658,2.2957
0.45,8.5,5,10.447,10.305,1.7328
0.45,8.5,6,12.235,11.941,2.0716
0.45,8.5,7,10.217,10.192,1.4305
0.45,8.5,8,11.633,11.656,2.2947
0.5,8.5,1,10.192,10.298,1.4031
0.5,8.5,2,11.708,11.925,1.6862
0.5,8.5,3,10.192,10.191,1.1698
0.5,8.5,4,11.708,11.658,1.8585
0.5,8.5,5,10.447,10.305,1.4024
0.5,8.5,6,12.235,11.94,1.679
0.5,8.5,7,10.217,10.192,1.1624
0.5,8.5,8,11.633,11.656,1.8573
0.55,8.5,1,10.192,10.298,1.1133
0.55,8.5,2,11.708,11.925,1.336
0.55,8.5,3,10.192,10.191,0.92683
0.55,8.5,4,11.708,11.658,1.4748
0.55,8.5,5,10.447,10.305,1.1127
0.55,8.5,6,12.235,11.939,1.333
0.55,8.5,7,10.217,10.192,0.92454
0.55,8.5,8,11.633,11.656,1.4737
0.6,8.5,1,10.192,10.298,0.87988
0.6,8.5,2,11.708,11.926,1.0548
0.6,8.5,3,10.192,10.191,0.73214
0.6,8.5,4,11.708,11.658,1.1656
0.6,8.5,5,10.447,10.304,0.8794
0.6,8.5,6,12.235,11.938,1.0537
0.6,8.5,7,10.217,10.192,0.7318
0.6,8.5,8,11.633,11.656,1.1649
0.65,8.5,1,10.192,10.298,0.69896
0.65,8.5,2,11.708,11.926,0.83741
0.65,8.5,3,10.192,10.191,0.5816
0.65,8.5,4,11.708,11.658,0.92598
0.65,8.5,5,10.447,10.304,0.69865
0.65,8.5,6,12.235,11.938,0.83709
0.65,8.5,7,10.217,10.192,0.5819
0.65,8.5,8,11.633,11.656,0.92555
0.7,8.5,1,10.192,10.298,0.56082
0.7,8.5,2,11.708,11.926,0.67163
0.7,8.5,3,10.192,10.191,0.46676
0.7,8.5,4,11.708,11.658,0.74302
0.7,8.5,5,10.447,10.304,0.56064
0.7,8.5,6,12.235,11.937,0.67163
0.7,8.5,7,10.217,10.192,0.46717
0.7,8.5,8,11.633,11.656,0.74276
0.75,8.5,1,10.192,10.299,0.45546
0.75,8.5,2,11.708,11.927,0.54533
0.75,8.5,3,10.192,10.191,0.37917
0.75,8.5,4,11.708,11.658,0.60346
0.75,8.5,5,10.447,10.304,0.45535
0.75,8.5,6,12.235,11.937,0.54542
0.75,8.5,7,10.217,10.192,0.37953
0.75,8.5,8,11.633,11.656,0.6033
0.8,8.5,1,10.192,10.299,0.37453
0.8,8.5,2,11.708,11.927,0.44838
0.8,8.5,3,10.192,10.191,0.31188
0.8,8.5,4,11.708,11.658,0.49625
0.8,8.5,5,10.447,10.303,0.37447
0.8,8.5,6,12.235,11.936,0.44847
0.8,8.5,7,10.217,10.192,0.31214
0.8,8.5,8,11.633,11.656,0.49616
0.85,8.5,1,10.192,10.299,0.31165
0.85,8.5,2,11.708,11.927,0.37308
0.85,8.5,3,10.192,10.191,0.25957
0.85,8.5,4,11.708,11.658,0.41294
0.85,8.5,5,10.447,10.303,0.31162
0.85,8.5,6,12.235,11.936,0.37315
0.85,8.5,7,10.217,10.192,0.25974
0.85,8.5,8,11.633,11.656,0.41289
0.9,8.5,1,10.192,10.299,0.26214
0.9,8.5,2,11.708,11.927,0.3138
0.9,8.5,3,10.192,10.191,0.21837
0.9,8.5,4,11.708,11.658,0.34734
0.9,8.5,5,10.447,10.303,0.26212
0.9,8.5,6,12.235,11.936,0.31385
0.9,8.5,7,10.217,10.192,0.21848
0.9,8.5,8,11.633,11.656,0.34731
0.95,8.5,1,10.192,10.299,0.22264
0.95,8.5,2,11.708,11.927,0.26652
0.95,8.5,3,10.192,10.191,0.18549
0.95,8.5,4,11.708,11.657,0.29501
0.95,8.5,5,10.447,10.303,0.22263
0.95,8.5,6,12.235,11.936,0.26655
0.95,8.5,7,10.217,10.192,0.18556
0.95,8.5,8,11.633,11.656,0.29499
1,8.5,1,10.192,10.299,0.19074
1,8.5,2,11.708,11.928,0.22833
1,8.5,3,10.192,10.191,0.15893
1,8.5,4,11.708,11.657,0.25273
1,8.5,5,10.447,10.303,0.19073
1,8.5,6,12.235,11.935,0.22835
1,8.5,7,10.217,10.192,0.15896
1,8.5,8,11.633,11.656,0.25272
1.05,8.5,1,10.192,10.299,0.16467
1.05,8.5,2,11.708,11.928,0.19713
1.05,8.5,3,10.192,10.191,0.13722
1.05,8.5,4,11.708,11.657,0.2182
1.05,8.5,5,10.447,10.303,0.16467
1.05,8.5,6,12.235,11.935,0.19714
1.05,8.5,7,10.217,10.192,0.13724
1.05,8.5,8,11.633,11.656,0.2182
1.1,8.5,1,10.192,10.299,0.14317
1.1,8.5,2,11.708,11.928,0.17139
1.1,8.5,3,10.192,10.191,0.11931
1.1,8.5,4,11.708,11.657,0.18971
1.1,8.5,5,10.447,10.303,0.14317
1.1,8.5,6,12.235,11.935,0.1714
1.1,8.5,7,10.217,10.192,0.11932
1.1,8.5,8,11.633,11.656,0.18971
1.15,8.5,1,10.192,10.299,0.12527
1.15,8.5,2,11.708,11.928,0.14995
1.15,8.5,3,10.192,10.191,0.10439
1.15,8.5,4,11.708,11.657,0.16598
1.15,8.5,5,10.447,10.303,0.12526
1.15,8.5,6,12.235,11.935,0.14996
1.15,8.5,7,10.217,10.192,0.1044
1.15,8.5,8,11.633,11.656,0.16598
1.2,8.5,1,10.192,10.299,0.11023
1.2,8.5,2,11.708,11.928,0.13196
1.2,8.5,3,10.192,10.191,0.091862
1.2,8.5,4,11.708,11.657,0.14606
1.2,8.5,5,10.447,10.302,0.11023
1.2,8.5,6,12.235,11.935,0.13196
1.2,8.5,7,10.217,10.192,0.091866
1.2,8.5,8,11.633,11.656,0.14606
1.25,8.5,1,10.192,10.299,0.097514
1.25,8.5,2,11.708,11.928,0.11673
1.25,8.5,3,10.192,10.191,0.081265
1.25,8.5,4,11.708,11.657,0.12921
1.25,8.5,5,10.447,10.302,0.097514
1.25,8.5,6,12.235,11.934,0.11673
1.25,8.5,7,10.217,10.192,0.081268
1.25,8.5,8,11.633,11.656,0.12921
1.3,8.5,1,10.192,10.299,0.086683
1.3,8.5,2,11.708,11.928,0.10377
1.3,8.5,3,10.192,10.191,0.072239
1.3,8.5,4,11.708,11.657,0.11486
1.3,8.5,5,10.447,10.302,0.086682
1.3,8.5,6,12.235,11.934,0.10377
1.3,8.5,7,10.217,10.192,0.072241
1.3,8.5,8,11.633,11.656,0.11486
1.35,8.5,1,10.192,10.299,0.077399
1.35,8.5,2,11.708,11.928,0.092653
1.35,8.5,3,10.192,10.191,0.064503
1.35,8.5,4,11.708,11.657,0.10256
1.35,8.5,5,10.447,10.302,0.077399
1.35,8.5,6,12.235,11.934,0.092653
1.35,8.5,7,10.217,10.192,0.064504
1.35,8.5,8,11.633,11.656,0.10256
1.4,8.5,1,10.192,10.299,0.069396
1.4,8.5,2,11.708,11.928,0.083072
1.4,8.5,3,10.192,10.191,0.057834
1.4,8.5,4,11.708,11.657,0.091952
1.4,8.5,5,10.447,10.302,0.069396
1.4,8.5,6,12.235,11.934,0.083073
1.4,8.5,7,10.217,10.192,0.057834
1.4,8.5,8,11.633,11.656,0.091952
1.45,8.5,1,10.192,10.3,0.06246
1.45,8.5,2,11.708,11.928,0.074769
1.45,8.5,3,10.192,10.191,0.052053
1.45,8.5,4,11.708,11.657,0.082762
1.45,8.5,5,10.447,10.302,0.06246
1.45,8.5,6,12.235,11.934,0.07477
1.45,8.5,7,10.217,10.192,0.052054
1.45,8.5,8,11.633,11.656,0.082762
1.5,8.5,1,10.192,10.3,0.056419
1.5,8.5,2,11.708,11.929,0.067538
1.5,8.5,3,10.192,10.191,0.047019
1.5,8.5,4,11.708,11.657,0.074757
1.5,8.5,5,10.447,10.302,0.056419
1.5,8.5,6,12.235,11.934,0.067538
1.5,8.5,7,10.217,10.192,0.047019
1.5,8.5,8,11.633,11.656,0.074757
1.55,8.5,1,10.192,10.3,0.051132
1.55,8.5,2,11.708,11.929,0.061209
1.55,8.5,3,10.192,10.191,0.042613
1.55,8.5,4,11.708,11.657,0.067752
1.55,8.5,5,10.447,10.302,0.051132
1.55,8.5,6,12.235,11.934,0.061209
1.55,8.5,7,10.217,10.192,0.042613
1.55,8.5,8,11.633,11.656,0.067752
1.6,8.5,1,10.192,10.3,0.046486
1.6,8.5,2,11.708,11.929,0.055648
1.6,8.5,3,10.192,10.191,0.038741
1.6,8.5,4,11.708,11.657,0.061596
1.6,8.5,5,10.447,10.302,0.046486
1.6,8.5,6,12.235,11.934,0.055648
1.6,8.5,7,10.217,10.191,0.038741
1.6,8.5,8,11.633,11.656,0.061596
1.65,8.5,1,10.192,10.3,0.042387
1.65,8.5,2,11.708,11.929,0.05074
1.65,8.5,3,10.192,10.191,0.035325
1.65,8.5,4,11.708,11.657,0.056164
1.65,8.5,5,10.447,10.302,0.042387
1.65,8.5,6,12.235,11.933,0.05074
1.65,8.5,7,10.217,10.191,0.035325
1.65,8.5,8,11.633,11.656,0.056164
1.7,8.5,1,10.192,10.3,0.038755
1.7,8.5,2,11.708,11.929,0.046393
1.7,8.5,3,10.192,10.191,0.032298
1.7,8.5,4,11.708,11.657,0.051352
1.7,8.5,5,10.447,10.302,0.038755
1.7,8.5,6,12.235,11.933,0.046393
1.7,8.5,7,10.217,10.191,0.032299
1.7,8.5,8,11.633,11.656,0.051352
1.75,8.5,1,10.192,10.3,0.035527
1.75,8.5,2,11.708,11.929,0.042529
1.75,8.5,3,10.192,10.191,0.029608
1.75,8.5,4,11.708,11.657,0.047075
1.75,8.5,5,10.447,10.302,0.035527
1.75,8.5,6,12.235,11.933,0.042529
1.75,8.5,7,10.217,10.191,0.029608
1.75,8.5,8,11.633,11.656,0.047075
1.8,8.5,1,10.192,10.3,0.032648
1.8,8.5,2,11.708,11.929,0.039082
1.8,8.5,3,10.192,10.191,0.027209
1.8,8.5,4,11.708,11.657,0.04326
1.8,8.5,5,10.447,10.302,0.032648
1.8,8.5,6,12.235,11.933,0.039082
1.8,8.5,7,10.217,10.191,0.027209
1.8,8.5,8,11.633,11.656,0.04326
1.85,8.5,1,10.192,10.3,0.030072
1.85,8.5,2,11.708,11.929,0.035998
1.85,8.5,3,10.192,10.191,0.025062
1.85,8.5,4,11.708,11.657,0.039846
1.85,8.5,5,10.447,10.302,0.030072
1.85,8.5,6,12.235,11.933,0.035998
1.85,8.5,7,10.217,10.191,0.025062
1.85,8.5,8,11.633,11.656,0.039846
1.9,8.5,1,10.192,10.3,0.02776
1.9,8.5,2,11.708,11.929,0.03323
1.9,8.5,3,10.192,10.191,0.023135
1.9,8.5,4,11.708,11.657,0.036782
1.9,8.5,5,10.447,10.302,0.02776
1.9,8.5,6,12.235,11.933,0.03323
1.9,8.5,7,10.217,10.191,0.023135
1.9,8.5,8,11.633,11.656,0.036782
1.95,8.5,1,10.192,10.3,0.025679
1.95,8.5,2,11.708,11.929,0.030739
1.95,8.5,3,10.192,10.191,0.0214
1.95,8.5,4,11.708,11.657,0.034025
1.95,8.5,5,10.447,10.302,0.025679
1.95,8.5,6,12.235,11.933,0.030739
1.95,8.5,7,10.217,10.191,0.0214
1.95,8.5,8,11.633,11.656,0.034025
2,8.5,1,10.192,10.3,0.0238
2,8.5,2,11.708,11.929,0.028491
2,8.5,3,10.192,10.191,0.019835
2,8.5,4,11.708,11.657,0.031536
2,8.5,5,10.447,10.302,0.0238
2,8.5,6,12.235,11.933,0.028491
2,8.5,7,10.217,10.191,0.019835
2,8.5,8,11.633,11.656,0.031536
0.3,9,1,10.694,10.798,2.0676
0.3,9,2,12.212,12.425,2.5238
